ticker,current_price,1st_to_2nd_basic_training_return,1st_to_2nd_basic_training_win_rate,1st_to_2nd_basic_training_trades,1st_to_2nd_basic_testing_return,1st_to_2nd_basic_testing_win_rate,1st_to_2nd_basic_testing_trades,1st_to_2nd_rsi_filter_training_return,1st_to_2nd_rsi_filter_training_win_rate,1st_to_2nd_rsi_filter_training_trades,1st_to_2nd_rsi_filter_testing_return,1st_to_2nd_rsi_filter_testing_win_rate,1st_to_2nd_rsi_filter_testing_trades,1st_to_2nd_double_down_training_return,1st_to_2nd_double_down_training_win_rate,1st_to_2nd_double_down_training_trades,1st_to_2nd_double_down_testing_return,1st_to_2nd_double_down_testing_win_rate,1st_to_2nd_double_down_testing_trades,1st_to_2nd_double_down_double_down_triggers,1st_to_2nd_stop_loss_training_return,1st_to_2nd_stop_loss_training_win_rate,1st_to_2nd_stop_loss_training_trades,1st_to_2nd_stop_loss_testing_return,1st_to_2nd_stop_loss_testing_win_rate,1st_to_2nd_stop_loss_testing_trades,1st_to_2nd_stop_loss_stop_loss_triggers,2nd_to_3rd_basic_training_return,2nd_to_3rd_basic_training_win_rate,2nd_to_3rd_basic_training_trades,2nd_to_3rd_basic_testing_return,2nd_to_3rd_basic_testing_win_rate,2nd_to_3rd_basic_testing_trades,2nd_to_3rd_rsi_filter_training_return,2nd_to_3rd_rsi_filter_training_win_rate,2nd_to_3rd_rsi_filter_training_trades,2nd_to_3rd_rsi_filter_testing_return,2nd_to_3rd_rsi_filter_testing_win_rate,2nd_to_3rd_rsi_filter_testing_trades,2nd_to_3rd_double_down_training_return,2nd_to_3rd_double_down_training_win_rate,2nd_to_3rd_double_down_training_trades,2nd_to_3rd_double_down_testing_return,2nd_to_3rd_double_down_testing_win_rate,2nd_to_3rd_double_down_testing_trades,2nd_to_3rd_double_down_double_down_triggers,2nd_to_3rd_stop_loss_training_return,2nd_to_3rd_stop_loss_training_win_rate,2nd_to_3rd_stop_loss_training_trades,2nd_to_3rd_stop_loss_testing_return,2nd_to_3rd_stop_loss_testing_win_rate,2nd_to_3rd_stop_loss_testing_trades,2nd_to_3rd_stop_loss_stop_loss_triggers,3rd_to_4th_basic_training_return,3rd_to_4th_basic_training_win_rate,3rd_to_4th_basic_training_trades,3rd_to_4th_rsi_filter_training_return,3rd_to_4th_rsi_filter_training_win_rate,3rd_to_4th_rsi_filter_training_trades,3rd_to_4th_double_down_training_return,3rd_to_4th_double_down_training_win_rate,3rd_to_4th_double_down_training_trades,3rd_to_4th_stop_loss_training_return,3rd_to_4th_stop_loss_training_win_rate,3rd_to_4th_stop_loss_training_trades,last_to_1st_basic_training_return,last_to_1st_basic_training_win_rate,last_to_1st_basic_training_trades,last_to_1st_rsi_filter_training_return,last_to_1st_rsi_filter_training_win_rate,last_to_1st_rsi_filter_training_trades,last_to_1st_double_down_training_return,last_to_1st_double_down_training_win_rate,last_to_1st_double_down_training_trades,last_to_1st_stop_loss_training_return,last_to_1st_stop_loss_training_win_rate,last_to_1st_stop_loss_training_trades,3rd_to_4th_basic_testing_return,3rd_to_4th_basic_testing_win_rate,3rd_to_4th_basic_testing_trades,3rd_to_4th_rsi_filter_testing_return,3rd_to_4th_rsi_filter_testing_win_rate,3rd_to_4th_rsi_filter_testing_trades,3rd_to_4th_double_down_testing_return,3rd_to_4th_double_down_testing_win_rate,3rd_to_4th_double_down_testing_trades,3rd_to_4th_double_down_double_down_triggers,3rd_to_4th_stop_loss_testing_return,3rd_to_4th_stop_loss_testing_win_rate,3rd_to_4th_stop_loss_testing_trades,3rd_to_4th_stop_loss_stop_loss_triggers,last_to_1st_basic_testing_return,last_to_1st_basic_testing_win_rate,last_to_1st_basic_testing_trades,last_to_1st_rsi_filter_testing_return,last_to_1st_rsi_filter_testing_win_rate,last_to_1st_rsi_filter_testing_trades,last_to_1st_double_down_testing_return,last_to_1st_double_down_testing_win_rate,last_to_1st_double_down_testing_trades,last_to_1st_double_down_double_down_triggers,last_to_1st_stop_loss_testing_return,last_to_1st_stop_loss_testing_win_rate,last_to_1st_stop_loss_testing_trades,last_to_1st_stop_loss_stop_loss_triggers
OKTA,104.82,38.08593058642995,75.0,4,7.311381903033443,100.0,1.0,39.55721609130152,100.0,3.0,7.311381903033443,100.0,1.0,38.08593058642995,75.0,4,7.311381903033443,100.0,1.0,0.0,38.08593058642995,75.0,4,7.311381903033443,100.0,1.0,0.0,7.128924797190117,50.0,4,1.8281388419102873,100.0,1.0,7.736043897019629,66.66666666666666,3.0,,,,7.128924797190117,50.0,4,1.8281388419102873,100.0,1.0,0.0,7.128924797190117,50.0,4,1.8281388419102873,100.0,1.0,0.0,8.724390759640777,75.0,4,8.724390759640777,75.0,4,8.724390759640777,75.0,4,8.724390759640777,75.0,4,-5.732984711740174,50.0,4,-5.732984711740174,50.0,4,-5.732984711740174,50.0,4,-5.732984711740174,50.0,4,-0.65643783612781,0.0,1.0,,,,-0.65643783612781,0.0,1.0,0.0,-0.65643783612781,0.0,1.0,0.0,-16.591035745561665,0.0,1.0,-16.591035745561665,0.0,1.0,-9.782140704383014,0.0,1.0,1.0,-15.094339622641506,0.0,1.0,1.0
EXC,42.565,5.4428134451202315,50.0,4,-8.721666433937258,0.0,2.0,8.032111044659217,100.0,2.0,-8.721666433937258,0.0,2.0,5.4428134451202315,50.0,4,-8.721666433937258,0.0,2.0,0.0,5.4428134451202315,50.0,4,-8.721666433937258,0.0,2.0,0.0,9.943476100206938,75.0,4,2.695324931498755,100.0,2.0,7.6256234768716125,66.66666666666666,3.0,2.695324931498755,100.0,2.0,9.943476100206938,75.0,4,2.695324931498755,100.0,2.0,0.0,9.943476100206938,75.0,4,2.695324931498755,100.0,2.0,0.0,0.8998507299600833,75.0,4,-1.2938659128018726,50.0,2,0.8998507299600833,75.0,4,0.8998507299600833,75.0,4,-1.6248310834859336,25.0,4,-3.9220962109833613,0.0,2,-1.6248310834859336,25.0,4,-1.6248310834859336,25.0,4,-1.0590356016223712,0.0,1.0,-1.0590356016223712,0.0,1.0,-1.0590356016223712,0.0,1.0,0.0,-1.0590356016223712,0.0,1.0,0.0,-0.27328626736505823,0.0,1.0,-0.27328626736505823,0.0,1.0,-0.27328626736505823,0.0,1.0,0.0,-0.27328626736505823,0.0,1.0,0.0
RF,21.935,-4.602038614143689,50.0,4,10.496333498384857,100.0,2.0,-3.8750431421092246,66.66666666666666,3.0,10.496333498384857,100.0,2.0,-2.085444199398223,50.0,4,10.496333498384857,100.0,2.0,0.0,-4.602038614143689,50.0,4,10.496333498384857,100.0,2.0,0.0,5.811164059504792,75.0,4,-0.735661273595567,50.0,2.0,5.811164059504792,75.0,4.0,-0.735661273595567,50.0,2.0,5.811164059504792,75.0,4,-0.735661273595567,50.0,2.0,0.0,5.811164059504792,75.0,4,-0.735661273595567,50.0,2.0,0.0,5.847926810195014,75.0,4,5.847926810195014,75.0,4,5.847926810195014,75.0,4,5.847926810195014,75.0,4,-14.981437486102934,25.0,4,-14.981437486102934,25.0,4,-10.581444166157594,25.0,4,-14.981437486102934,25.0,4,-3.814593036149938,0.0,1.0,-3.814593036149938,0.0,1.0,-1.196035994988054,0.0,1.0,1.0,-3.814593036149938,0.0,1.0,0.0,-2.697717316117121,0.0,1.0,-2.697717316117121,0.0,1.0,-2.697717316117121,0.0,1.0,0.0,-2.697717316117121,0.0,1.0,0.0
WFC,74.245,-12.78892003727401,50.0,4,1.4358661790600191,100.0,1.0,-10.872328885392191,66.66666666666666,3.0,1.4358661790600191,100.0,1.0,-10.211295692117794,50.0,4,1.4358661790600191,100.0,1.0,0.0,-12.78892003727401,50.0,4,1.4358661790600191,100.0,1.0,0.0,21.23589551005798,100.0,4,1.548802845769992,100.0,1.0,21.23589551005798,100.0,4.0,1.548802845769992,100.0,1.0,21.23589551005798,100.0,4,1.548802845769992,100.0,1.0,0.0,21.23589551005798,100.0,4,1.548802845769992,100.0,1.0,0.0,8.746998588721699,75.0,4,8.649342528411097,66.66666666666666,3,8.746998588721699,75.0,4,8.746998588721699,75.0,4,-7.882808358443172,50.0,4,-7.882808358443172,50.0,4,-3.782159443354982,50.0,4,-7.882808358443172,50.0,4,-2.7153188691650176,0.0,1.0,-2.7153188691650176,0.0,1.0,-2.7153188691650176,0.0,1.0,0.0,-2.7153188691650176,0.0,1.0,0.0,,,,,,,,,,,,,,
TSM,157.39,-6.20674421886479,33.33333333333333,3,,,,2.4930820783277463,50.0,2.0,,,,-3.6633912080909825,33.33333333333333,3,,,,,-6.20674421886479,33.33333333333333,3,,,,,9.433752703070631,66.66666666666666,3,,,,9.433752703070631,66.66666666666666,3.0,,,,9.433752703070631,66.66666666666666,3,,,,,9.433752703070631,66.66666666666666,3,,,,,-14.396659829262193,33.33333333333333,3,-14.396659829262193,33.33333333333333,3,-14.396659829262193,33.33333333333333,3,-14.396659829262193,33.33333333333333,3,-6.285303658015595,50.0,2,-6.285303658015595,50.0,2,-3.6229686142577378,50.0,2,-6.285303658015595,50.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICI,32.125,3.708614771391705,50.0,4,-0.4294976084809221,50.0,2.0,6.737423053771097,100.0,2.0,-0.4294976084809221,50.0,2.0,3.708614771391705,50.0,4,-0.4294976084809221,50.0,2.0,0.0,3.708614771391705,50.0,4,-0.4294976084809221,50.0,2.0,0.0,8.226445478009637,75.0,4,1.999365280863219,100.0,1.0,8.226445478009637,75.0,4.0,1.999365280863219,100.0,1.0,8.226445478009637,75.0,4,1.999365280863219,100.0,1.0,0.0,8.226445478009637,75.0,4,1.999365280863219,100.0,1.0,0.0,4.673054882747629,75.0,4,4.673054882747629,75.0,4,4.673054882747629,75.0,4,4.673054882747629,75.0,4,-10.05921811899232,25.0,4,-11.974317488088538,0.0,3,-10.05921811899232,25.0,4,-10.05921811899232,25.0,4,-1.2134411947728685,0.0,1.0,-1.2134411947728685,0.0,1.0,-1.2134411947728685,0.0,1.0,0.0,-1.2134411947728685,0.0,1.0,0.0,0.047244094488196886,100.0,1.0,0.047244094488196886,100.0,1.0,0.047244094488196886,100.0,1.0,0.0,0.047244094488196886,100.0,1.0,0.0
FCX,38.39,18.282944435972826,75.0,4,4.779116465863442,100.0,1.0,15.747130962716538,66.66666666666666,3.0,4.779116465863442,100.0,1.0,18.282944435972826,75.0,4,4.779116465863442,100.0,1.0,0.0,18.282944435972826,75.0,4,4.779116465863442,100.0,1.0,0.0,16.93774003141886,75.0,4,-0.8560112431327482,0.0,1.0,16.93774003141886,75.0,4.0,-0.8560112431327482,0.0,1.0,16.93774003141886,75.0,4,-0.8560112431327482,0.0,1.0,0.0,16.93774003141886,75.0,4,-0.8560112431327482,0.0,1.0,0.0,2.259902223356214,50.0,4,2.259902223356214,50.0,4,2.259902223356214,50.0,4,2.259902223356214,50.0,4,-24.7462649131475,25.0,4,-24.7462649131475,25.0,4,-20.15597139319022,25.0,4,-16.89150129175513,25.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO,63.2446,5.82423587748786,50.0,4,3.996627318718393,100.0,1.0,5.896310957261419,66.66666666666666,3.0,3.996627318718393,100.0,1.0,5.82423587748786,50.0,4,3.996627318718393,100.0,1.0,0.0,5.82423587748786,50.0,4,3.996627318718393,100.0,1.0,0.0,-0.7787335314403565,50.0,4,3.6484514350575648,100.0,1.0,-0.7787335314403565,50.0,4.0,3.6484514350575648,100.0,1.0,-0.7787335314403565,50.0,4,3.6484514350575648,100.0,1.0,0.0,-0.7787335314403565,50.0,4,3.6484514350575648,100.0,1.0,0.0,-0.7553604717553619,50.0,4,1.3315228574551696,66.66666666666666,3,-0.7553604717553619,50.0,4,-0.7553604717553619,50.0,4,-4.348955623683837,75.0,4,-4.348955623683837,75.0,4,-0.8200197062787851,75.0,4,-4.348955623683837,75.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSS,7.525,-13.960208719194044,25.0,4,7.082152974504252,100.0,1.0,-7.625990956189909,33.33333333333333,3.0,7.082152974504252,100.0,1.0,-13.960208719194044,25.0,4,7.082152974504252,100.0,1.0,0.0,-13.960208719194044,25.0,4,7.082152974504252,100.0,1.0,0.0,-22.139697181069906,75.0,4,11.640211640211628,100.0,1.0,-22.139697181069906,75.0,4.0,11.640211640211628,100.0,1.0,-7.26793684525745,75.0,4,11.640211640211628,100.0,1.0,0.0,-25.6375054173929,75.0,4,11.640211640211628,100.0,1.0,0.0,15.788954638589846,75.0,4,15.788954638589846,75.0,4,15.788954638589846,75.0,4,15.788954638589846,75.0,4,-25.382954747985952,25.0,4,-25.382954747985952,25.0,4,-14.383242009457176,25.0,4,-27.409996359090584,25.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALE,9.87,3.9614878155636246,50.0,4,3.168635875402792,100.0,1.0,5.306871775529731,66.66666666666666,3.0,3.168635875402792,100.0,1.0,3.9614878155636246,50.0,4,3.168635875402792,100.0,1.0,0.0,3.9614878155636246,50.0,4,3.168635875402792,100.0,1.0,0.0,16.542463993030143,75.0,4,,,,16.542463993030143,75.0,4.0,,,,16.542463993030143,75.0,4,,,,,16.542463993030143,75.0,4,,,,,7.559035160185035,75.0,4,6.045641700644744,66.66666666666666,3,7.559035160185035,75.0,4,7.559035160185035,75.0,4,-17.317107189161373,25.0,4,-17.317107189161373,25.0,4,-17.317107189161373,25.0,4,-17.317107189161373,25.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FHN,20.145,-9.942463603795348,50.0,4,8.866019338474707,100.0,2.0,-9.098313040634087,66.66666666666666,3.0,8.866019338474707,100.0,2.0,-6.151747875038549,50.0,4,8.866019338474707,100.0,2.0,0.0,-9.942463603795348,50.0,4,8.866019338474707,100.0,2.0,0.0,8.84666249419701,75.0,4,-2.7766495115563394,50.0,2.0,8.84666249419701,75.0,4.0,-2.7766495115563394,50.0,2.0,8.84666249419701,75.0,4,-2.7766495115563394,50.0,2.0,0.0,8.84666249419701,75.0,4,-2.7766495115563394,50.0,2.0,0.0,4.239257562151799,50.0,4,4.239257562151799,50.0,4,4.239257562151799,50.0,4,4.239257562151799,50.0,4,-8.768867042577376,75.0,4,-8.768867042577376,75.0,4,-3.251407397507289,75.0,4,-4.755361496816979,75.0,4,2.908702284516562,50.0,2.0,2.908702284516562,50.0,2.0,2.908702284516562,50.0,2.0,0.0,2.908702284516562,50.0,2.0,0.0,-1.8316831683168333,0.0,1.0,-1.8316831683168333,0.0,1.0,-1.8316831683168333,0.0,1.0,0.0,-1.8316831683168333,0.0,1.0,0.0
KEY,15.835,-9.020859388644698,50.0,4,9.06216427881905,100.0,2.0,-6.98840357251801,66.66666666666666,3.0,9.06216427881905,100.0,2.0,-6.118152076523053,50.0,4,9.06216427881905,100.0,2.0,0.0,-9.020859388644698,50.0,4,9.06216427881905,100.0,2.0,0.0,9.00664195998706,75.0,4,-2.614974348649557,50.0,2.0,9.00664195998706,75.0,4.0,-2.614974348649557,50.0,2.0,9.00664195998706,75.0,4,-2.614974348649557,50.0,2.0,0.0,9.00664195998706,75.0,4,-2.614974348649557,50.0,2.0,0.0,5.797732906921493,75.0,4,5.797732906921493,75.0,4,5.797732906921493,75.0,4,5.797732906921493,75.0,4,-11.683594733020819,50.0,4,-11.683594733020819,50.0,4,-6.093205896549792,50.0,4,-7.791130945328028,50.0,4,-4.486207941800546,0.0,1.0,-4.486207941800546,0.0,1.0,-4.486207941800546,0.0,1.0,0.0,-4.486207941800546,0.0,1.0,0.0,0.31735956839098467,100.0,1.0,0.31735956839098467,100.0,1.0,0.31735956839098467,100.0,1.0,0.0,0.31735956839098467,100.0,1.0,0.0
MSTR,303.68,-20.681389615911172,0.0,3,,,,-8.380900605201036,0.0,2.0,,,,-12.081655470327124,0.0,3,,,,,-20.917844681240638,0.0,3,,,,,45.42275281186641,66.66666666666666,3,,,,45.42275281186641,66.66666666666666,3.0,,,,45.42275281186641,66.66666666666666,3,,,,,45.42275281186641,66.66666666666666,3,,,,,-24.44142188705426,0.0,2,-24.44142188705426,0.0,2,-24.44142188705426,0.0,2,-24.44142188705426,0.0,2,-11.084694839985676,0.0,2,-11.084694839985676,0.0,2,-3.8270322153443836,0.0,2,-15.173567970902091,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC,41.35,-9.701345110898263,50.0,4,,,,-8.929476058227214,66.66666666666666,3.0,,,,-5.427098119364471,50.0,4,,,,,-9.701345110898263,50.0,4,,,,,8.132695936686552,75.0,4,,,,8.132695936686552,75.0,4.0,,,,8.132695936686552,75.0,4,,,,,8.132695936686552,75.0,4,,,,,7.8988076137153085,75.0,4,7.8988076137153085,75.0,4,7.8988076137153085,75.0,4,7.8988076137153085,75.0,4,-10.959317794285163,50.0,4,-10.959317794285163,50.0,4,-5.828427418955851,50.0,4,-6.89267618146091,50.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBD,9.095,-14.993313179429313,0.0,4,10.328358208955235,100.0,1.0,-6.535795099819241,0.0,3.0,10.328358208955235,100.0,1.0,-10.358089750070054,0.0,4,10.328358208955235,100.0,1.0,0.0,-16.201530047945035,0.0,4,10.328358208955235,100.0,1.0,0.0,3.6023743409655085,25.0,4,-2.16450216450218,0.0,1.0,3.6023743409655085,25.0,4.0,-2.16450216450218,0.0,1.0,7.087778450924875,50.0,4,-2.16450216450218,0.0,1.0,0.0,3.6023743409655085,25.0,4,-2.16450216450218,0.0,1.0,0.0,28.170797961105485,100.0,4,28.170797961105485,100.0,4,28.170797961105485,100.0,4,28.170797961105485,100.0,4,-29.95915478248179,0.0,4,-29.95915478248179,0.0,4,-24.392528251109624,0.0,4,-20.68394384402331,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLF,7.065,12.976998503482505,75.0,4,,,,6.730415173452031,66.66666666666666,3.0,,,,12.976998503482505,75.0,4,,,,,12.976998503482505,75.0,4,,,,,7.195091352379701,50.0,4,,,,7.195091352379701,50.0,4.0,,,,7.195091352379701,50.0,4,,,,,7.195091352379701,50.0,4,,,,,-2.0513051463620924,25.0,4,-2.0513051463620924,25.0,4,1.0103694322903811,25.0,4,-2.0513051463620924,25.0,4,-16.694202885620633,25.0,4,-16.694202885620633,25.0,4,-11.49936642582251,25.0,4,-17.037260389180197,25.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLF,48.315,-2.1955744663519905,50.0,4,,,,-0.5737126659409619,66.66666666666666,3.0,,,,-2.1955744663519905,50.0,4,,,,,-2.1955744663519905,50.0,4,,,,,6.736193900916354,75.0,4,,,,6.736193900916354,75.0,4.0,,,,6.736193900916354,75.0,4,,,,,6.736193900916354,75.0,4,,,,,7.233507715752441,75.0,4,7.233507715752441,75.0,4,7.233507715752441,75.0,4,7.233507715752441,75.0,4,-10.345188653946325,33.33333333333333,3,-10.345188653946325,33.33333333333333,3,-10.345188653946325,33.33333333333333,3,-10.345188653946325,33.33333333333333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KO,71.42,8.1235006190443,75.0,4,-3.0936454849498363,0.0,1.0,7.976106467756683,100.0,2.0,-3.0936454849498363,0.0,1.0,8.1235006190443,75.0,4,-3.0936454849498363,0.0,1.0,0.0,8.1235006190443,75.0,4,-3.0936454849498363,0.0,1.0,0.0,6.747010944365073,75.0,4,,,,6.747010944365073,75.0,4.0,,,,6.747010944365073,75.0,4,,,,,6.747010944365073,75.0,4,,,,,1.414295461208881,50.0,4,-0.8406322243044606,33.33333333333333,3,1.414295461208881,50.0,4,1.414295461208881,50.0,4,-3.021462346014314,50.0,4,-5.314511286671319,33.33333333333333,3,-3.021462346014314,50.0,4,-3.021462346014314,50.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLG,68.55,1.3977255751780993,50.0,4,3.4092623321767768,100.0,1.0,3.8214869979180666,66.66666666666666,3.0,3.4092623321767768,100.0,1.0,1.3977255751780993,50.0,4,3.4092623321767768,100.0,1.0,0.0,1.3977255751780993,50.0,4,3.4092623321767768,100.0,1.0,0.0,1.0729984153334815,75.0,4,,,,1.0729984153334815,75.0,4.0,,,,1.0729984153334815,75.0,4,,,,,1.0729984153334815,75.0,4,,,,,5.710913878850032,50.0,4,5.710913878850032,50.0,4,5.710913878850032,50.0,4,5.710913878850032,50.0,4,-10.015239190578818,25.0,4,-10.015239190578818,25.0,4,-10.015239190578818,25.0,4,-10.015239190578818,25.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPY,564.48,-5.091046448838554,33.33333333333333,3,,,,-2.8290557066383726,50.0,2.0,,,,-5.091046448838554,33.33333333333333,3,,,,,-5.091046448838554,33.33333333333333,3,,,,,5.972824229219587,100.0,3,,,,5.972824229219587,100.0,3.0,,,,5.972824229219587,100.0,3,,,,,5.972824229219587,100.0,3,,,,,-2.8832420151647,0.0,2,-2.8832420151647,0.0,2,-2.8832420151647,0.0,2,-2.8832420151647,0.0,2,-2.5024555850091112,0.0,2,-2.5024555850091112,0.0,2,-2.5024555850091112,0.0,2,-2.5024555850091112,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHX,23.7851,1.1625425213167784,50.0,4,4.870964497678143,100.0,2.0,3.577446965185005,66.66666666666666,3.0,4.870964497678143,100.0,2.0,1.1625425213167784,50.0,4,4.870964497678143,100.0,2.0,0.0,1.1625425213167784,50.0,4,4.870964497678143,100.0,2.0,0.0,1.5095673987352676,75.0,4,2.5316653348648632,100.0,2.0,1.5095673987352676,75.0,4.0,2.5316653348648632,100.0,2.0,1.5095673987352676,75.0,4,2.5316653348648632,100.0,2.0,0.0,1.5095673987352676,75.0,4,2.5316653348648632,100.0,2.0,0.0,5.624462503969663,50.0,4,5.624462503969663,50.0,4,5.624462503969663,50.0,4,5.624462503969663,50.0,4,-10.163579791837352,25.0,4,-10.163579791837352,25.0,4,-10.163579791837352,25.0,4,-10.163579791837352,25.0,4,-0.6372132540356734,0.0,1.0,,,,-0.6372132540356734,0.0,1.0,0.0,-0.6372132540356734,0.0,1.0,0.0,0.23770842240273815,100.0,1.0,0.23770842240273815,100.0,1.0,0.23770842240273815,100.0,1.0,0.0,0.23770842240273815,100.0,1.0,0.0
CVE,14.425,7.855320231774221,50.0,4,20.615520012931853,100.0,2.0,9.197331419988842,66.66666666666666,3.0,20.615520012931853,100.0,2.0,7.855320231774221,50.0,4,20.615520012931853,100.0,2.0,0.0,7.855320231774221,50.0,4,20.615520012931853,100.0,2.0,0.0,11.962743241361817,75.0,4,-1.2039401678219708,0.0,1.0,11.962743241361817,75.0,4.0,-1.2039401678219708,0.0,1.0,11.962743241361817,75.0,4,-1.2039401678219708,0.0,1.0,0.0,11.962743241361817,75.0,4,-1.2039401678219708,0.0,1.0,0.0,-1.3775977959979313,50.0,4,-1.3775977959979313,50.0,4,-1.3775977959979313,50.0,4,-1.3775977959979313,50.0,4,-34.94282767478727,0.0,4,-34.94282767478727,0.0,4,-32.443428663412085,0.0,4,-34.94282767478727,0.0,4,0.2954209748892156,100.0,1.0,0.2954209748892156,100.0,1.0,0.2954209748892156,100.0,1.0,0.0,0.2954209748892156,100.0,1.0,0.0,-1.5463917525773252,0.0,1.0,-1.5463917525773252,0.0,1.0,-1.5463917525773252,0.0,1.0,0.0,-1.5463917525773252,0.0,1.0,0.0
KRE,57.27,-8.652412887966554,50.0,4,5.5644729802033055,100.0,1.0,-6.337471501447711,66.66666666666666,3.0,5.5644729802033055,100.0,1.0,-6.017903312634221,50.0,4,5.5644729802033055,100.0,1.0,0.0,-8.652412887966554,50.0,4,5.5644729802033055,100.0,1.0,0.0,13.595908101822873,100.0,4,-0.27031593174522417,0.0,1.0,13.595908101822873,100.0,4.0,-0.27031593174522417,0.0,1.0,13.595908101822873,100.0,4,-0.27031593174522417,0.0,1.0,0.0,13.595908101822873,100.0,4,-0.27031593174522417,0.0,1.0,0.0,3.7866169521955095,75.0,4,3.7866169521955095,75.0,4,3.7866169521955095,75.0,4,3.7866169521955095,75.0,4,-11.814701067892697,50.0,4,-11.814701067892697,50.0,4,-7.296142465563116,50.0,4,-11.814701067892697,50.0,4,-2.1514484160596314,0.0,1.0,-2.1514484160596314,0.0,1.0,-2.1514484160596314,0.0,1.0,0.0,-2.1514484160596314,0.0,1.0,0.0,,,,,,,,,,,,,,
VZ,43.635,6.224011014318953,50.0,4,,,,4.10497835194279,50.0,2.0,,,,6.224011014318953,50.0,4,,,,,6.224011014318953,50.0,4,,,,,-4.133329305011091,50.0,4,,,,2.168488031100191,66.66666666666666,3.0,,,,-1.148450139881796,50.0,4,,,,,-4.133329305011091,50.0,4,,,,,7.963648168926563,50.0,4,7.963648168926563,50.0,4,7.963648168926563,50.0,4,7.963648168926563,50.0,4,-4.034465619510364,50.0,4,-5.204777014394379,33.33333333333333,3,-4.034465619510364,50.0,4,-4.034465619510364,50.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBAN,15.725,-8.961642843348939,25.0,4,10.491047073306303,100.0,2.0,-7.109444454835046,33.33333333333333,3.0,10.491047073306303,100.0,2.0,-5.852449030466178,25.0,4,10.491047073306303,100.0,2.0,0.0,-8.961642843348939,25.0,4,10.491047073306303,100.0,2.0,0.0,11.04036106667754,100.0,4,-1.8953030582474328,50.0,2.0,11.04036106667754,100.0,4.0,-1.8953030582474328,50.0,2.0,11.04036106667754,100.0,4,-1.8953030582474328,50.0,2.0,0.0,11.04036106667754,100.0,4,-1.8953030582474328,50.0,2.0,0.0,5.8726300905932005,75.0,4,5.8726300905932005,75.0,4,5.8726300905932005,75.0,4,5.8726300905932005,75.0,4,-13.366425027609452,50.0,4,-13.366425027609452,50.0,4,-8.67859279087434,50.0,4,-8.182053611938834,50.0,4,-2.1725636250775837,0.0,1.0,-2.1725636250775837,0.0,1.0,-2.1725636250775837,0.0,1.0,0.0,-2.1725636250775837,0.0,1.0,0.0,-1.2055837563451743,0.0,1.0,-1.2055837563451743,0.0,1.0,-1.2055837563451743,0.0,1.0,0.0,-1.2055837563451743,0.0,1.0,0.0
GOOGL,151.42,-10.758019575800116,0.0,3,,,,-8.006290622295055,0.0,2.0,,,,-10.758019575800116,0.0,3,,,,,-10.758019575800116,0.0,3,,,,,1.2053182855916056,33.33333333333333,3,,,,1.2053182855916056,33.33333333333333,3.0,,,,1.2053182855916056,33.33333333333333,3,,,,,1.2053182855916056,33.33333333333333,3,,,,,-3.618752927591218,33.33333333333333,3,-3.618752927591218,33.33333333333333,3,-3.618752927591218,33.33333333333333,3,-3.618752927591218,33.33333333333333,3,-2.2745023527437125,50.0,2,-2.2745023527437125,50.0,2,0.7602764573959364,50.0,2,-2.2745023527437125,50.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNH,12.985,21.145045889090717,75.0,4,10.837538259395728,100.0,2.0,17.926968406175714,66.66666666666666,3.0,10.837538259395728,100.0,2.0,21.145045889090717,75.0,4,10.837538259395728,100.0,2.0,0.0,21.145045889090717,75.0,4,10.837538259395728,100.0,2.0,0.0,8.728908235422494,50.0,4,3.8997542494368265,100.0,2.0,8.728908235422494,50.0,4.0,3.8997542494368265,100.0,2.0,12.913191320875296,75.0,4,3.8997542494368265,100.0,2.0,0.0,8.728908235422494,50.0,4,3.8997542494368265,100.0,2.0,0.0,4.600474288698719,50.0,4,1.1442489703862302,33.33333333333333,3,4.600474288698719,50.0,4,4.600474288698719,50.0,4,-17.35036413329243,25.0,4,-13.231064100063394,33.33333333333333,3,-13.7324667706614,25.0,4,-17.35036413329243,25.0,4,-5.374771480804396,0.0,1.0,,,,-2.8528528528528607,0.0,1.0,1.0,-5.374771480804396,0.0,1.0,0.0,-4.134466769706336,0.0,1.0,-4.134466769706336,0.0,1.0,-4.134466769706336,0.0,1.0,0.0,-4.134466769706336,0.0,1.0,0.0
